"x","y","Ability"
0.824439338606284,0.752857142857143,"1"
0.913948741863246,0.911428571428571,"1"
0.908282269239507,0.825714285714286,"1"
0.825811098687136,0.837285714285714,"0"
0.875116269015619,0.82,"1"
0.763106541057659,0.804285714285714,"0"
0.746249804670892,0.775714285714286,"0"
0.830752413926426,0.855714285714286,"1"
0.93299521475006,0.892857142857143,"0"
0.842704476654663,0.808928571428571,"1"
0.922504321981094,0.955714285714286,"1"
0.655257877747243,0.644285714285714,"1"
0.90199577012743,0.907142857142857,"0"
0.736211845747989,0.701428571428571,"1"
0.919926359635649,0.907857142857143,"0"
0.856364238782499,0.855714285714286,"0"
0.954584233186584,0.902142857142857,"1"
0.895565712612784,0.855,"1"
0.922969936936309,0.907142857142857,"1"
0.728570044356136,0.691428571428571,"0"
0.803284748061454,0.824285714285714,"0"
0.750663032405384,0.781428571428571,"1"
0.788709975863854,0.922857142857143,"0"
0.885668320774785,0.928571428571429,"1"
0.906615328925923,0.804285714285714,"0"
0.826963159791299,0.743571428571429,"0"
0.853551043967694,0.757142857142857,"0"
0.6103430120265,0.692857142857143,"0"
0.665588817325873,0.715,"1"
0.910205974452234,0.912857142857143,"0"
0.884105669445405,0.904714285714286,"0"
0.887430563845329,0.885714285714286,"1"
0.682931082081473,0.668571428571429,"1"
0.870953502436202,0.83,"1"
0.94411823324653,0.934285714285714,"1"
0.794796921704031,0.757142857142857,"0"
0.806636164098931,0.724285714285714,"0"
0.910928301168418,0.838571428571429,"1"
0.797851206264727,0.801428571428571,"0"
0.649717301626058,0.604285714285714,"0"
0.897165893662415,0.835714285714286,"0"
0.849755334630795,0.945714285714286,"1"
0.721905804652781,0.732857142857143,"1"
0.87021253653691,0.919285714285714,"0"
0.791469406374511,0.720857142857143,"0"
0.775506434271071,0.69,"1"
0.56728368524323,0.754285714285714,"1"
0.910055836360387,0.838571428571429,"0"
0.852396430312892,0.802857142857143,"1"
0.717823356240778,0.698571428571429,"1"
0.737940338135711,0.666428571428571,"0"
0.795519517638126,0.792857142857143,"1"
0.769744150950172,0.741428571428571,"1"
0.886092557421634,0.893571428571429,"1"
0.853744179657238,0.795714285714286,"0"
0.80879948875573,0.734285714285714,"1"
0.86003693802959,0.854285714285714,"0"
0.816901575180998,0.910714285714286,"0"
0.591409770350846,0.627857142857143,"1"
0.900310207187367,0.915714285714286,"0"
0.921434783341826,0.785714285714286,"1"
0.703846664615726,0.642857142857143,"0"
0.881612204850261,0.858571428571429,"0"
0.925213756605011,0.931428571428571,"0"
0.89586450379973,0.904285714285714,"1"
0.924764429142752,0.938571428571429,"1"
0.765103576609864,0.754285714285714,"1"
0.880919262955316,0.854285714285714,"0"
0.791895490889225,0.834285714285714,"1"
0.711356817453336,0.810714285714286,"0"
0.819854531672399,0.754642857142857,"1"
0.881995057856979,0.858571428571429,"0"
0.908059510955633,0.964285714285714,"0"
0.880395517634412,0.805714285714286,"1"
0.725648796582928,0.695714285714286,"1"
0.738563633657994,0.672857142857143,"0"
0.759233244960804,0.751428571428571,"0"
0.906071421961739,0.927857142857143,"0"
0.908672674004938,0.966428571428571,"0"
0.683695581743971,0.655,"0"
0.822933001573688,0.819285714285714,"0"
0.830160765970298,0.76,"1"
0.856033125293422,0.751428571428571,"1"
0.754342854528893,0.727142857142857,"0"
0.724997034003027,0.7,"0"
0.839346936596522,0.904285714285714,"0"
0.729762829913785,0.718571428571429,"0"
0.661164047745574,0.535714285714286,"1"
0.649094763869058,0.607571428571429,"0"
0.619738209094327,0.638571428571429,"0"
0.929138730366939,0.914285714285714,"1"
0.770031748146766,0.827142857142857,"1"
0.867558238815283,0.852857142857143,"0"
0.704391119368733,0.732857142857143,"1"
0.883266830167068,0.907142857142857,"0"
0.725546391737051,0.775714285714286,"1"
0.780379399954099,0.747142857142857,"0"
0.834769366771818,0.817142857142857,"0"
0.873424509019456,0.874285714285714,"1"
0.856344697384266,0.86,"1"
0.825613838100884,0.758571428571429,"0"
0.920425796025244,0.871428571428571,"0"
0.6435696569503,0.641428571428571,"0"
0.938130786284823,0.877142857142857,"1"
0.837677753469182,0.882142857142857,"0"
0.902084376264485,0.941428571428571,"0"
0.738452422278819,0.685714285714286,"0"
0.886494937945474,0.772142857142857,"1"
0.943661235679425,0.884285714285714,"1"
0.913524446842085,0.861428571428571,"1"
0.696056122207426,0.544285714285714,"0"
0.926111788892147,0.882857142857143,"0"
0.831585166694318,0.859428571428571,"0"
0.830709880320491,0.761428571428571,"0"
0.867072043964454,0.886428571428571,"0"
0.69132171962913,0.771428571428571,"1"
0.689013127831799,0.67,"0"
0.926082870493021,0.845714285714286,"0"
0.801658701727767,0.8,"0"
0.677847606817358,0.690714285714286,"0"
0.872421299265306,0.82,"0"
0.838888561576353,0.74,"0"
0.796829983636254,0.724285714285714,"0"
0.818675163193338,0.745714285714286,"1"
0.816902965113325,0.865714285714286,"0"
0.889521806015521,0.82,"1"
0.779784612603979,0.778571428571429,"0"
0.719257900452873,0.747142857142857,"1"
0.78024091963039,0.677142857142857,"1"
0.810986581266737,0.861428571428571,"0"
0.742266007234198,0.734285714285714,"0"
0.737651230657765,0.728571428571429,"1"
0.912929528772196,0.845714285714286,"0"
0.878844372102463,0.867142857142857,"1"
0.853061337134918,0.808857142857143,"0"
0.793528317234371,0.781428571428571,"1"
0.935715472441474,0.883571428571429,"0"
0.92702016119614,0.887142857142857,"0"
0.791826645584724,0.775714285714286,"1"
0.918255739201781,0.918571428571429,"0"
0.850195698277196,0.737857142857143,"1"
0.875157897219327,0.937142857142857,"0"
0.762527719025672,0.790714285714286,"0"
0.850296464590454,0.824285714285714,"0"
0.761933207769878,0.75,"1"
0.693490434328598,0.757142857142857,"0"
0.835867397077016,0.875714285714286,"0"
0.772340873083282,0.792857142857143,"1"
0.812789941439362,0.773571428571429,"1"
0.841300466289807,0.787142857142857,"1"
0.806913761462109,0.81,"0"
0.929903965980603,0.908571428571429,"1"
0.850054377432986,0.891428571428571,"0"
0.853283923244256,0.827142857142857,"1"
0.859022803535136,0.812857142857143,"0"
0.924069426375828,0.93,"1"
0.85192409460093,0.761428571428571,"0"
0.881533071352309,0.865714285714286,"1"
0.885159530070764,0.915714285714286,"0"
0.821627644433135,0.75,"0"
0.846073117675228,0.877142857142857,"1"
0.918506421273382,0.815714285714286,"1"
0.894088759478835,0.915714285714286,"0"
0.781861195108904,0.744285714285714,"1"
0.840573946839832,0.898571428571429,"0"
0.967842617507853,0.834285714285714,"1"
0.767451821832195,0.67,"0"
0.882797377829628,0.861428571428571,"0"
0.916622083838772,0.838571428571429,"1"
0.952997058791228,0.968571428571429,"1"
0.918285099937144,0.902857142857143,"0"
0.918852596903849,0.971428571428571,"0"
0.843004593888889,0.824285714285714,"0"
0.81713651104217,0.794285714285714,"0"
0.859065140867291,0.865714285714286,"0"
0.828662059201983,0.78,"1"
0.767876822430546,0.851428571428571,"1"
0.824226469594062,0.825714285714286,"0"
0.818809509939617,0.835714285714286,"1"
0.923678216612831,0.881428571428571,"0"
0.762239918726246,0.708571428571429,"1"
0.886651758592681,0.808571428571429,"1"
0.63427901807903,0.604285714285714,"1"
0.700529778415837,0.638571428571429,"1"
0.866767248411872,0.876428571428571,"1"
0.903796854564764,0.872142857142857,"1"
0.712159132301787,0.667142857142857,"0"
0.930434205307747,0.922857142857143,"0"
0.832293327087569,0.821428571428571,"1"
0.805949328177682,0.798571428571429,"1"
0.87113484612788,0.765714285714286,"0"
0.931110351168107,0.927142857142857,"1"
0.910109559179837,0.902857142857143,"1"
0.627744203248565,0.633571428571429,"0"
0.875626256442584,0.86,"0"
0.943376704184228,0.895714285714286,"1"
0.809714714989098,0.91,"0"
0.819124401778559,0.761428571428571,"1"
0.845413225834476,0.722857142857143,"1"
0.789535913156532,0.731428571428571,"1"
0.86669892351927,0.881428571428571,"0"
0.643004015664704,0.777142857142857,"1"
0.923708240408116,0.919285714285714,"1"
0.830315830831065,0.752857142857143,"0"
0.754750258699128,0.76,"1"
0.854119980658267,0.93,"1"
0.738266572296839,0.697142857142857,"1"
0.93623679668931,0.918571428571429,"1"
0.672856524873645,0.676142857142857,"0"
0.814095427544383,0.675714285714286,"1"
0.932181302788471,0.815571428571429,"0"
0.914540563716757,0.924285714285714,"1"
0.914729781676359,0.881428571428571,"0"
0.74806921031814,0.745714285714286,"1"
0.789253045951476,0.724285714285714,"1"
0.860675232085402,0.691428571428571,"1"
0.870411682447672,0.797142857142857,"1"
0.748144908509315,0.714285714285714,"0"
0.7656063957426,0.667142857142857,"0"
0.939026689344557,0.92,"0"
0.892918569031088,0.793285714285714,"0"
0.821111176839344,0.811428571428571,"1"
0.850647844723453,0.855714285714286,"1"
0.672382929464926,0.608571428571429,"0"
0.738961699277012,0.738571428571429,"0"
0.879409791351855,0.784285714285714,"0"
0.905624713365889,0.852857142857143,"0"
0.741097502105633,0.666428571428571,"0"
0.826042465680566,0.808571428571429,"0"
0.78317940578091,0.742857142857143,"0"
0.764281993914545,0.727142857142857,"1"
0.857909164521677,0.722857142857143,"0"
0.941505915742333,0.931428571428571,"0"
0.784952130966912,0.731428571428571,"1"
0.89181813777612,0.944285714285714,"1"
0.756185770577753,0.661428571428571,"1"
0.79240400465782,0.827142857142857,"0"
0.768989473005535,0.852857142857143,"0"
0.92376934014948,0.88,"1"
0.780861571859124,0.811428571428571,"0"
0.844584794635397,0.922857142857143,"1"
0.758177041113345,0.809285714285714,"0"
0.904474937797084,0.775714285714286,"1"
0.909773850263068,0.896428571428571,"1"
0.857940774018683,0.865714285714286,"0"
0.897073167555281,0.86,"1"
0.927166319725421,0.904285714285714,"1"
0.796972853013596,0.864285714285714,"1"
0.760607134761726,0.727857142857143,"1"
0.861843809916997,0.948571428571429,"1"
0.849013245271463,0.848571428571429,"0"
0.933189411265957,0.899285714285714,"1"
0.76477798367723,0.785714285714286,"0"
0.856667934062172,0.832857142857143,"1"
0.84506386684398,0.897857142857143,"1"
0.927003353317112,0.928571428571429,"1"
0.901582516010824,0.867142857142857,"1"
0.873712800502578,0.91,"0"
0.866937455540353,0.791428571428571,"1"
0.943555141745235,0.932857142857143,"0"
0.884533113014555,0.875714285714286,"1"
0.880463696599981,0.845714285714286,"0"
0.644732140135449,0.665714285714286,"1"
0.847111266356518,0.888571428571429,"0"
0.893830929963322,0.938571428571429,"0"
0.714574812997847,0.686428571428571,"0"
0.867593865671024,0.825714285714286,"1"
0.902193985128356,0.891428571428571,"0"
0.957015179104565,0.891428571428571,"1"
0.853290179964416,0.852857142857143,"0"
0.812169870010721,0.682857142857143,"1"
0.836758648495117,0.894285714285714,"0"
0.885353038905445,0.848571428571429,"1"
0.846721120305876,0.829285714285714,"0"
0.784233676743893,0.810714285714286,"0"
0.88646608640306,0.841428571428571,"1"
0.740804706526318,0.894285714285714,"1"
0.791359557645812,0.77,"1"
0.689211248153806,0.628571428571429,"1"
0.766833100628236,0.731428571428571,"0"
0.906315831005566,0.918571428571429,"0"
0.909009098480766,0.851428571428571,"0"
0.645884716079383,0.741428571428571,"1"
0.843219933430948,0.8175,"1"
0.937969815759257,0.917142857142857,"0"
0.921438163296498,0.857857142857143,"1"
0.642568492354752,0.682142857142857,"1"
0.764138677532213,0.751428571428571,"0"
0.82326364936253,0.85,"0"
0.881056324630262,0.872857142857143,"0"
0.708531608328209,0.777142857142857,"0"
0.978269456610789,0.984285714285714,"0"
0.868595337559064,0.924571428571429,"0"
0.802974272487819,0.728571428571429,"1"
0.887951729183376,0.932857142857143,"0"
0.682747451769033,0.756428571428571,"1"
0.737126608349431,0.732857142857143,"1"
0.91575655883028,0.8,"0"
0.907796644524006,0.832857142857143,"1"
0.658074904647209,0.644285714285714,"1"
0.894837738672428,0.89,"1"
0.753135582074557,0.752857142857143,"0"
0.85630173703744,0.837142857142857,"0"
0.831916075205108,0.707142857142857,"0"
0.813686411248298,0.817142857142857,"1"
0.728886228642184,0.644285714285714,"1"
0.797687535475159,0.857142857142857,"1"
0.846117941690669,0.794285714285714,"0"
0.67991751435107,0.673571428571429,"1"
0.811201700041954,0.821428571428571,"1"
0.712458533686304,0.62,"1"
0.662375048515209,0.711428571428571,"0"
0.95721315864383,0.871428571428571,"1"
0.866370103468644,0.950714285714286,"1"
0.755504851326226,0.672857142857143,"1"
0.857987037105668,0.872857142857143,"1"
0.94412431066601,0.937142857142857,"0"
0.698229680239944,0.741428571428571,"0"
0.885560363017752,0.862857142857143,"0"
0.666273117936188,0.631428571428571,"1"
0.741998558821382,0.715714285714286,"1"
0.848976654702092,0.91,"0"
0.959000092132102,0.925714285714286,"1"
0.902032144131258,0.881428571428571,"1"
0.810644528917534,0.848571428571429,"1"
0.868265303183926,0.805714285714286,"1"
0.773918552470668,0.788571428571429,"0"
0.893814482502292,0.889285714285714,"0"
0.914002782623728,0.935714285714286,"1"
0.804769709569317,0.727428571428571,"0"
0.903769054095398,0.792142857142857,"0"
0.80387712625163,0.723928571428571,"1"
0.840103893935163,0.834285714285714,"0"
0.888017482506432,0.812857142857143,"1"
0.962650719682273,0.912857142857143,"0"
0.961227802187128,0.924285714285714,"1"
0.830778634815582,0.868571428571429,"0"
0.950591024683126,0.905714285714286,"0"
0.824468105275897,0.742857142857143,"0"
0.77010117330553,0.66,"1"
0.866946193399139,0.945,"1"
0.866946193399139,0.84,"1"
0.729516892338959,0.748571428571429,"0"
0.764846280210539,0.704285714285714,"0"
0.824018805401253,0.682857142857143,"0"
0.925972520091447,0.818571428571429,"1"
0.87268733356904,0.862857142857143,"0"
0.764961881130966,0.697142857142857,"1"
0.792730809188555,0.862857142857143,"1"
0.942015012580795,0.94,"0"
0.66366148331079,0.747142857142857,"1"
0.690433003610378,0.742857142857143,"1"
0.85055675317476,0.870714285714286,"0"
0.8926288742709,0.854285714285714,"0"
0.926024857563286,0.842857142857143,"1"
0.73062856852098,0.711428571428571,"0"
0.920610441569721,0.857142857142857,"0"
0.82084072072483,0.848571428571429,"0"
0.950737065538676,0.882857142857143,"0"
0.793581577100412,0.833571428571429,"0"
0.830976921309754,0.854285714285714,"0"
0.882315599680371,0.914285714285714,"0"
0.74859206420762,0.703571428571429,"0"
0.78894673284945,0.71,"1"
0.818331913868305,0.769285714285714,"0"
0.758731270833041,0.745714285714286,"0"
0.891015327563041,0.842857142857143,"1"
0.831992498190723,0.618571428571429,"0"
0.883453244813635,0.861428571428571,"0"
0.814528560406811,0.804285714285714,"1"
0.916141007376235,0.854285714285714,"0"
0.822435313585092,0.844285714285714,"1"
0.785548720203776,0.724857142857143,"0"
0.874300985095934,0.891428571428571,"0"
0.946176613408261,0.861428571428571,"1"
0.840318634333011,0.865714285714286,"1"
0.912633090985078,0.834285714285714,"0"
0.832592884501762,0.791428571428571,"0"
0.723936676689383,0.741428571428571,"1"
0.633066420399725,0.817857142857143,"1"
0.805810886622658,0.714285714285714,"1"
0.935522171354636,0.9,"1"
0.84936720131281,0.804285714285714,"0"
0.913078195906723,0.907142857142857,"1"
0.800999976680516,0.742857142857143,"1"
0.736444472294087,0.725714285714286,"0"
0.895248688831787,0.847142857142857,"0"
0.755604307574119,0.709285714285714,"0"
0.747345341581321,0.758571428571429,"1"
0.876511188967066,0.899571428571429,"0"
0.786694460266283,0.688571428571429,"1"
0.883110203636504,0.855714285714286,"1"
0.913410245114884,0.877142857142857,"1"
0.741715876817599,0.691428571428571,"0"
0.954396171149131,0.885714285714286,"0"
0.769101126495392,0.720714285714286,"0"
0.855638945449199,0.955714285714286,"0"
0.837681935371018,0.754285714285714,"0"
0.607871624937898,0.522857142857143,"1"
0.767401046300455,0.76,"1"
0.892262427731855,0.899285714285714,"1"
0.695530032756538,0.766428571428571,"0"
0.734897020385266,0.677142857142857,"0"
0.87482720472397,0.851428571428571,"1"
0.747393376390526,0.715714285714286,"0"
0.902683187749231,0.95,"1"
0.802146435391812,0.741428571428571,"0"
0.780276057945254,0.757142857142857,"1"
0.792896498624243,0.874285714285714,"1"
0.753736421923398,0.808571428571429,"1"
0.697556378676545,0.718571428571429,"1"
0.913052347557517,0.904285714285714,"0"
0.791886942445303,0.788571428571429,"0"
0.926782174574081,0.852857142857143,"1"
0.853136319017817,0.858571428571429,"0"
0.827843187752619,0.75,"0"
0.808843479174362,0.83,"1"
0.942018092883523,0.937142857142857,"1"
0.691136469587833,0.707142857142857,"1"
0.890025237193946,0.857142857142857,"1"
0.815890096321821,0.845714285714286,"0"
0.825744175299665,0.877142857142857,"1"
0.771657980284711,0.78,"1"
0.909140420746685,0.861428571428571,"1"
0.913137736604418,0.895714285714286,"0"
0.966864146239601,0.898571428571429,"1"
0.81136310252712,0.848571428571429,"0"
0.889640294571303,0.911428571428571,"1"
0.707821078438388,0.673428571428571,"0"
0.758708067939145,0.788571428571429,"0"
0.774194827680945,0.701428571428571,"1"
0.917344139606474,0.875714285714286,"0"
0.781505390351459,0.731428571428571,"0"
0.787965093996359,0.797142857142857,"0"
0.884181975397079,0.868571428571429,"1"
0.776139932963854,0.75,"0"
0.749384990519135,0.75,"0"
0.822471651562264,0.852857142857143,"1"
0.897584573948531,0.898571428571429,"0"
0.849186419809765,0.924285714285714,"0"
0.886557791844519,0.813571428571429,"1"
0.946701142137239,0.841428571428571,"0"
0.685142081584827,0.698571428571429,"0"
0.848350492729378,0.802857142857143,"0"
0.79991286935605,0.797142857142857,"0"
0.890217608418097,0.82,"0"
0.837605114118373,0.89,"1"
0.84333757687155,0.798571428571429,"0"
0.699820544069735,0.677142857142857,"0"
0.837923837483967,0.774285714285714,"0"
0.707016604222027,0.795714285714286,"1"
0.675630334130109,0.645714285714286,"0"
0.825722491315921,0.851428571428571,"1"
0.721591743666818,0.664285714285714,"0"
0.868106596443135,0.868571428571429,"0"
0.700463405704343,0.735714285714286,"1"
0.932307212764586,0.84,"1"
0.809499943816044,0.711428571428571,"1"
0.735935693698375,0.735714285714286,"1"
0.756330447369959,0.822857142857143,"0"
0.871484909339623,0.828571428571429,"0"
0.775159562238621,0.724285714285714,"1"
0.909649964770779,0.851428571428571,"1"
0.774431685678892,0.867142857142857,"0"
0.656588163072751,0.658571428571429,"0"
0.623154277227651,0.718571428571429,"1"
0.786721691225546,0.615714285714286,"1"
0.805283532749531,0.82,"1"
0.819967715997088,0.78,"1"
0.889336236577099,0.841428571428571,"0"
0.927451339781042,0.821428571428571,"1"
0.84785080569533,0.857142857142857,"0"
0.866572493248957,0.907142857142857,"0"
0.866731964925046,0.823285714285714,"0"
0.874099477918558,0.742857142857143,"1"
0.864242940902584,0.807142857142857,"1"
0.753433871930923,0.625714285714286,"0"
0.872382600132884,0.844285714285714,"0"
0.885317402577716,0.851428571428571,"1"
0.914372951356323,0.858571428571429,"0"
0.813575239049977,0.795714285714286,"0"
0.862355828546962,0.887142857142857,"1"
0.653272403892832,0.652857142857143,"0"
0.885515331406087,0.847857142857143,"1"
0.632262434800659,0.644285714285714,"1"
0.863963006507869,0.866428571428571,"0"
0.820394211643015,0.768571428571429,"1"
0.868702055909473,0.837142857142857,"1"
0.892479427801849,0.922857142857143,"1"
0.869219628870145,0.922857142857143,"0"
0.741582574686778,0.814285714285714,"0"
0.750832234056972,0.711428571428571,"0"
0.83565837644785,0.928571428571429,"1"
0.735569585441342,0.847142857142857,"0"
0.754326621028251,0.721428571428571,"0"
0.942571982517924,0.877857142857143,"0"
0.853289484887237,0.731428571428571,"0"
0.799726314812045,0.839285714285714,"1"
0.785829267522633,0.524285714285714,"1"
0.919760670919978,0.901428571428571,"1"
0.909005642214689,0.838571428571429,"0"
0.792255057793566,0.648571428571429,"0"
0.830730212858083,0.818571428571429,"1"
0.838732115282097,0.857142857142857,"0"
0.615560529916359,0.692857142857143,"1"
0.90353462540458,0.815714285714286,"1"
0.903275327489044,0.886142857142857,"0"
0.831314212250797,0.709642857142857,"1"
0.717973455074255,0.684285714285714,"0"
0.906817101550082,0.917142857142857,"1"
